model,effect,metric,value,bz,n
posthoc_web,y,mspe,0.2672242820262909,3.5,12800
posthoc_web,y,bias2,0.26681599020957947,3.5,12800
posthoc_web,y,var,0.00040826358599588275,3.5,12800
posthoc_web,fx,mspe,0.2269720435142517,3.5,12800
posthoc_web,fx,bias2,0.22208110988140106,3.5,12800
posthoc_web,fx,var,0.004890927113592625,3.5,12800
posthoc_web,fr,mspe,0.20091967284679413,3.5,12800
posthoc_web,fr,bias2,0.1960287094116211,3.5,12800
posthoc_web,fr,var,0.004890927113592625,3.5,12800
posthoc_web,fz,mspe,0.9549437165260315,3.5,12800
posthoc_web,fz,bias2,0.954943835735321,3.5,12800
posthoc_web,fz,var,0.0,3.5,12800
refit,y,mspe,0.1944955289363861,4,12800
refit,y,bias2,0.1943434476852417,4,12800
refit,y,var,0.000152082386193797,4,12800
refit,fx,mspe,0.005449952557682991,4,12800
refit,fx,bias2,0.0010173097252845764,4,12800
refit,fx,var,0.004432642832398415,4,12800
refit,fr,mspe,0.026546897366642952,4,12800
refit,fr,bias2,0.022114258259534836,4,12800
refit,fr,var,0.004432642832398415,4,12800
refit,fz,mspe,0.0023561136331409216,4,12800
refit,fz,bias2,0.00011515701044118032,4,12800
refit,fz,var,0.002240956760942936,4,12800
refit_orth,y,mspe,0.1944957971572876,4,12800
refit_orth,y,bias2,0.19434350728988647,4,12800
refit_orth,y,var,0.00015228375559672713,4,12800
refit_orth,fx,mspe,0.02356107160449028,4,12800
refit_orth,fx,bias2,0.020499568432569504,4,12800
refit_orth,fx,var,0.0030615045689046383,4,12800
refit_orth,fr,mspe,0.004043759778141975,4,12800
refit_orth,fr,bias2,0.0009822552092373371,4,12800
refit_orth,fr,var,0.0030615045689046383,4,12800
refit_orth,fz,mspe,0.019114091992378235,4,12800
refit_orth,fz,bias2,0.01817062869668007,4,12800
refit_orth,fz,var,0.0009434655075892806,4,12800
base,y,mspe,0.21293134987354279,4,12800
base,y,bias2,0.21264049410820007,4,12800
base,y,var,0.0002908691531047225,4,12800
base,fx,mspe,0.7280041575431824,4,12800
base,fx,bias2,0.7217866778373718,4,12800
base,fx,var,0.006217529997229576,4,12800
base,fr,mspe,0.938599169254303,4,12800
base,fr,bias2,0.9323816895484924,4,12800
base,fr,var,0.006217529997229576,4,12800
base,fz,mspe,1.2472734451293945,4,12800
base,fz,bias2,1.2472734451293945,4,12800
base,fz,var,0.0,4,12800
posthoc_web,y,mspe,0.27287983894348145,4,12800
posthoc_web,y,bias2,0.27249786257743835,4,12800
posthoc_web,y,var,0.00038199807750061154,4,12800
posthoc_web,fx,mspe,0.2865320146083832,4,12800
posthoc_web,fx,bias2,0.28113457560539246,4,12800
posthoc_web,fx,var,0.005397467408329248,4,12800
posthoc_web,fr,mspe,0.25937798619270325,4,12800
posthoc_web,fr,bias2,0.25398048758506775,4,12800
posthoc_web,fr,var,0.005397467408329248,4,12800
posthoc_web,fz,mspe,1.2472734451293945,4,12800
posthoc_web,fz,bias2,1.2472734451293945,4,12800
posthoc_web,fz,var,0.0,4,12800
refit,y,mspe,0.24841885268688202,0,1600
refit,y,bias2,0.24710391461849213,0,1600
refit,y,var,0.0013149235164746642,0,1600
refit,fx,mspe,0.020776618272066116,0,1600
refit,fx,bias2,0.00399897713214159,0,1600
refit,fx,var,0.0167776420712471,0,1600
refit,fr,mspe,0.035784486681222916,0,1600
refit,fr,bias2,0.019006842747330666,0,1600
refit,fr,var,0.0167776420712471,0,1600
refit,fz,mspe,0.008171254768967628,0,1600
refit,fz,bias2,0.00022705504670739174,0,1600
refit,fz,var,0.007944200187921524,0,1600
refit_orth,y,mspe,0.24842038750648499,0,1600
refit_orth,y,bias2,0.2471075803041458,0,1600
refit_orth,y,var,0.0013128162827342749,0,1600
refit_orth,fx,mspe,0.0370284840464592,0,1600
refit_orth,fx,bias2,0.02343553863465786,0,1600
refit_orth,fx,var,0.013592946343123913,0,1600
refit_orth,fr,mspe,0.017331527546048164,0,1600
refit_orth,fr,bias2,0.003738581435754895,0,1600
refit_orth,fr,var,0.013592946343123913,0,1600
refit_orth,fz,mspe,0.023658771067857742,0,1600
refit_orth,fz,bias2,0.01941859722137451,0,1600
refit_orth,fz,var,0.004240173846483231,0,1600
base,y,mspe,0.24808140099048615,0,1600
base,y,bias2,0.2469114363193512,0,1600
base,y,var,0.0011699751485139132,0,1600
base,fx,mspe,0.02003343589603901,0,1600
base,fx,bias2,0.005566741805523634,0,1600
base,fx,var,0.014466693624854088,0,1600
base,fr,mspe,0.03061782382428646,0,1600
base,fr,bias2,0.016151128336787224,0,1600
base,fr,var,0.014466693624854088,0,1600
base,fz,mspe,0.0,0,1600
base,fz,bias2,0.0,0,1600
base,fz,var,0.0,0,1600
posthoc_web,y,mspe,0.24919670820236206,0,1600
posthoc_web,y,bias2,0.24820701777935028,0,1600
posthoc_web,y,var,0.0009896897245198488,0,1600
posthoc_web,fx,mspe,0.03498253971338272,0,1600
posthoc_web,fx,bias2,0.023666592314839363,0,1600
posthoc_web,fx,var,0.011315946467220783,0,1600
posthoc_web,fr,mspe,0.01586807519197464,0,1600
posthoc_web,fr,bias2,0.004552129656076431,0,1600
posthoc_web,fr,var,0.011315946467220783,0,1600
posthoc_web,fz,mspe,0.0,0,1600
posthoc_web,fz,bias2,0.0,0,1600
posthoc_web,fz,var,0.0,0,1600
refit,y,mspe,0.2463291883468628,0.5,1600
refit,y,bias2,0.2448355108499527,0.5,1600
refit,y,var,0.0014936667867004871,0.5,1600
refit,fx,mspe,0.022809285670518875,0.5,1600
refit,fx,bias2,0.003973399288952351,0.5,1600
refit,fx,var,0.01883588545024395,0.5,1600
refit,fr,mspe,0.04416009038686752,0.5,1600
refit,fr,bias2,0.025324201211333275,0.5,1600
refit,fr,var,0.01883588545024395,0.5,1600
refit,fz,mspe,0.008503202348947525,0.5,1600
refit,fz,bias2,1.2273580978217069e-05,0.5,1600
refit,fz,var,0.008490929380059242,0.5,1600
refit_orth,y,mspe,0.24632714688777924,0.5,1600
refit_orth,y,bias2,0.2448352426290512,0.5,1600
refit_orth,y,var,0.0014919266104698181,0.5,1600
refit_orth,fx,mspe,0.0401841402053833,0.5,1600
refit_orth,fx,bias2,0.024116167798638344,0.5,1600
refit_orth,fx,var,0.016067970544099808,0.5,1600
refit_orth,fr,mspe,0.020004667341709137,0.5,1600
refit_orth,fr,bias2,0.003936699125915766,0.5,1600
refit_orth,fr,var,0.016067970544099808,0.5,1600
refit_orth,fz,mspe,0.026354679837822914,0.5,1600
refit_orth,fz,bias2,0.02112823911011219,0.5,1600
refit_orth,fz,var,0.005226439330726862,0.5,1600
base,y,mspe,0.24664191901683807,0.5,1600
base,y,bias2,0.24534626305103302,0.5,1600
base,y,var,0.0012956629507243633,0.5,1600
base,fx,mspe,0.027548857033252716,0.5,1600
base,fx,bias2,0.010086207650601864,0.5,1600
base,fx,var,0.017462650313973427,0.5,1600
base,fr,mspe,0.0662136971950531,0.5,1600
base,fr,bias2,0.04875104874372482,0.5,1600
base,fr,var,0.017462650313973427,0.5,1600
base,fz,mspe,0.01948864758014679,0.5,1600
base,fz,bias2,0.01948864758014679,0.5,1600
base,fz,var,0.0,0.5,1600
posthoc_web,y,mspe,0.2503957748413086,0.5,1600
posthoc_web,y,bias2,0.24919304251670837,0.5,1600
posthoc_web,y,var,0.0012027439661324024,0.5,1600
posthoc_web,fx,mspe,0.04057139903306961,0.5,1600
posthoc_web,fx,bias2,0.025312762707471848,0.5,1600
posthoc_web,fx,var,0.015258639119565487,0.5,1600
posthoc_web,fr,mspe,0.020623669028282166,0.5,1600
posthoc_web,fr,bias2,0.005365031771361828,0.5,1600
posthoc_web,fr,var,0.015258639119565487,0.5,1600
posthoc_web,fz,mspe,0.01948864758014679,0.5,1600
posthoc_web,fz,bias2,0.01948864758014679,0.5,1600
posthoc_web,fz,var,0.0,0.5,1600
refit,y,mspe,0.23926906287670135,1,1600
refit,y,bias2,0.23798756301403046,1,1600
refit,y,var,0.0012815067311748862,1,1600
refit,fx,mspe,0.023566406220197678,1,1600
refit,fx,bias2,0.006121132522821426,1,1600
refit,fx,var,0.01744527369737625,1,1600
refit,fr,mspe,0.050613537430763245,1,1600
refit,fr,bias2,0.03316826373338699,1,1600
refit,fr,var,0.01744527369737625,1,1600
refit,fz,mspe,0.010224993340671062,1,1600
refit,fz,bias2,0.00021490435756277293,1,1600
refit,fz,var,0.010010088793933392,1,1600
refit_orth,y,mspe,0.23926815390586853,1,1600
refit_orth,y,bias2,0.23798657953739166,1,1600
refit_orth,y,var,0.0012815567897632718,1,1600
refit_orth,fx,mspe,0.03925184905529022,1,1600
refit_orth,fx,bias2,0.025561146438121796,1,1600
refit_orth,fx,var,0.013690702617168427,1,1600
