model,effect,metric,value,bz,n
refit,y,mspe,3.127131938934326,3.5,12800
refit,y,bias2,3.1007354259490967,3.5,12800
refit,y,var,0.02639647014439106,3.5,12800
refit,fx,mspe,0.22349518537521362,3.5,12800
refit,fx,bias2,0.19720840454101562,3.5,12800
refit,fx,var,0.02628679759800434,3.5,12800
refit,fr,mspe,0.24722963571548462,3.5,12800
refit,fr,bias2,0.22094283998012543,3.5,12800
refit,fr,var,0.02628679759800434,3.5,12800
refit,fz,mspe,2.49190616607666,3.5,12800
refit,fz,bias2,2.4900078773498535,3.5,12800
refit,fz,var,0.0018984583439305425,3.5,12800
refit_orth,y,mspe,3.1277387142181396,3.5,12800
refit_orth,y,bias2,3.1008801460266113,3.5,12800
refit_orth,y,var,0.02685837261378765,3.5,12800
refit_orth,fx,mspe,0.23687605559825897,3.5,12800
refit_orth,fx,bias2,0.21088248491287231,3.5,12800
refit_orth,fx,var,0.025993533432483673,3.5,12800
refit_orth,fr,mspe,0.2200305014848709,3.5,12800
refit_orth,fr,bias2,0.19403696060180664,3.5,12800
refit_orth,fr,var,0.025993533432483673,3.5,12800
refit_orth,fz,mspe,2.4896323680877686,3.5,12800
refit_orth,fz,bias2,2.4888269901275635,3.5,12800
refit_orth,fz,var,0.0008053726051002741,3.5,12800
refit,y,mspe,3.791646957397461,4,12800
refit,y,bias2,3.7585179805755615,4,12800
refit,y,var,0.03312922641634941,4,12800
refit,fx,mspe,0.28684455156326294,4,12800
refit,fx,bias2,0.2536830008029938,4,12800
refit,fx,var,0.033161554485559464,4,12800
refit,fr,mspe,0.3111000955104828,4,12800
refit,fr,bias2,0.2779385447502136,4,12800
refit,fr,var,0.033161554485559464,4,12800
refit,fz,mspe,3.254692792892456,4,12800
refit,fz,bias2,3.2522034645080566,4,12800
refit,fz,var,0.0024892135988920927,4,12800
refit_orth,y,mspe,3.7907814979553223,4,12800
refit_orth,y,bias2,3.758169651031494,4,12800
refit_orth,y,var,0.03261161223053932,4,12800
refit_orth,fx,mspe,0.30196934938430786,4,12800
refit_orth,fx,bias2,0.2703489661216736,4,12800
refit_orth,fx,var,0.031620368361473083,4,12800
refit_orth,fr,mspe,0.2853454649448395,4,12800
refit_orth,fr,bias2,0.2537250816822052,4,12800
refit_orth,fr,var,0.031620368361473083,4,12800
refit_orth,fz,mspe,3.2490029335021973,4,12800
refit_orth,fz,bias2,3.247985601425171,4,12800
refit_orth,fz,var,0.0010173438349738717,4,12800
refit,y,mspe,1.0102629661560059,0,1600
refit,y,bias2,1.0036317110061646,0,1600
refit,y,var,0.006631321739405394,0,1600
refit,fx,mspe,0.007096016313880682,0,1600
refit,fx,bias2,0.0014379412168636918,0,1600
refit,fx,var,0.005658075213432312,0,1600
refit,fr,mspe,0.023784417659044266,0,1600
