model,effect,metric,value,n,q
nam_mlp,fr,bias2,0.020939674228429794,12800,8
nam_mlp,fr,var,0.0012588468380272388,12800,8
nam_mlp,fz,mspe,0.0011056548682972789,12800,8
nam_mlp,fz,bias2,0.00014557498798239976,12800,8
nam_mlp,fz,var,0.0009600798948667943,12800,8
refit,y,mspe,1.0106717348098755,1600,1024
refit,y,bias2,1.0046082735061646,1600,1024
refit,y,var,0.0060634189285337925,1600,1024
refit,fx,mspe,0.006803020369261503,1600,1024
refit,fx,bias2,0.0017142617143690586,1600,1024
refit,fx,var,0.005088758654892445,1600,1024
refit,fr,mspe,0.027260510250926018,1600,1024
refit,fr,bias2,0.022171752527356148,1600,1024
refit,fr,var,0.005088758654892445,1600,1024
refit,fz,mspe,0.002140081487596035,1600,1024
refit,fz,bias2,1.9415761926211417e-05,1600,1024
refit,fz,var,0.0021206659730523825,1600,1024
nam,y,mspe,1.0674442052841187,1600,1024
nam,y,bias2,1.0482295751571655,1600,1024
nam,y,var,0.019214535132050514,1600,1024
nam,fx,mspe,0.06433967500925064,1600,1024
nam,fx,bias2,0.04065987095236778,1600,1024
nam,fx,var,0.02367980405688286,1600,1024
nam,fr,mspe,0.12858432531356812,1600,1024
nam,fr,bias2,0.10490451753139496,1600,1024
nam,fr,var,0.02367980405688286,1600,1024
nam,fz,mspe,0.09557359665632248,1600,1024
nam,fz,bias2,0.0697244331240654,1600,1024
nam,fz,var,0.02584916166961193,1600,1024
nam_mlp,y,mspe,1.0194977521896362,1600,1024
nam_mlp,y,bias2,1.0094636678695679,1600,1024
nam_mlp,y,var,0.010034048929810524,1600,1024
nam_mlp,fx,mspe,0.01161535270512104,1600,1024
nam_mlp,fx,bias2,0.002292694989591837,1600,1024
nam_mlp,fx,var,0.009322657249867916,1600,1024
nam_mlp,fr,mspe,0.040034905076026917,1600,1024
nam_mlp,fr,bias2,0.030712245032191277,1600,1024
nam_mlp,fr,var,0.009322657249867916,1600,1024
nam_mlp,fz,mspe,0.009034956805408001,1600,1024
nam_mlp,fz,bias2,0.0033947359770536423,1600,1024
nam_mlp,fz,var,0.005640221294015646,1600,1024
refit,y,mspe,1.0122088193893433,1600,128
refit,y,bias2,1.0059584379196167,1600,128
refit,y,var,0.006250363774597645,1600,128
refit,fx,mspe,0.007271238602697849,1600,128
refit,fx,bias2,0.00190248666331172,1600,128
refit,fx,var,0.005368751939386129,1600,128
refit,fr,mspe,0.031678639352321625,1600,128
refit,fr,bias2,0.02630988322198391,1600,128
refit,fr,var,0.005368751939386129,1600,128
refit,fz,mspe,0.0025150442961603403,1600,128
refit,fz,bias2,0.00035736002610065043,1600,128
refit,fz,var,0.0021576841827481985,1600,128
nam,y,mspe,1.0499627590179443,1600,128
nam,y,bias2,1.0337027311325073,1600,128
nam,y,var,0.016260046511888504,1600,128
nam,fx,mspe,0.04029903933405876,1600,128
nam,fx,bias2,0.022609781473875046,1600,128
nam,fx,var,0.017689254134893417,1600,128
nam,fr,mspe,0.09300169348716736,1600,128
nam,fr,bias2,0.07531243562698364,1600,128
nam,fr,var,0.017689254134893417,1600,128
nam,fz,mspe,0.05732037499547005,1600,128
nam,fz,bias2,0.041910357773303986,1600,128
nam,fz,var,0.015410018153488636,1600,128
nam_mlp,y,mspe,1.0299783945083618,1600,128
nam_mlp,y,bias2,1.0214743614196777,1600,128
nam_mlp,y,var,0.008504017256200314,1600,128
nam_mlp,fx,mspe,0.01991654932498932,1600,128
nam_mlp,fx,bias2,0.01240450982004404,1600,128
nam_mlp,fx,var,0.007512039039283991,1600,128
nam_mlp,fr,mspe,0.06383690237998962,1600,128
nam_mlp,fr,bias2,0.05632486194372177,1600,128
nam_mlp,fr,var,0.007512039039283991,1600,128
nam_mlp,fz,mspe,0.024104876443743706,1600,128
nam_mlp,fz,bias2,0.01931578852236271,1600,128
nam_mlp,fz,var,0.004789087455719709,1600,128
refit,y,mspe,1.0136178731918335,1600,16
refit,y,bias2,1.0070304870605469,1600,16
refit,y,var,0.006587330251932144,1600,16
refit,fx,mspe,0.007870296016335487,1600,16
refit,fx,bias2,0.0022288793697953224,1600,16
refit,fx,var,0.005641417112201452,1600,16
refit,fr,mspe,0.03341923654079437,1600,16
refit,fr,bias2,0.027777818962931633,1600,16
refit,fr,var,0.005641417112201452,1600,16
refit,fz,mspe,0.0027879984118044376,1600,16
refit,fz,bias2,0.0005371082806959748,1600,16
refit,fz,var,0.0022508902475237846,1600,16
nam,y,mspe,1.047966480255127,1600,16
nam,y,bias2,1.0310759544372559,1600,16
nam,y,var,0.01689063385128975,1600,16
nam,fx,mspe,0.038472503423690796,1600,16
nam,fx,bias2,0.021464038640260696,1600,16
nam,fx,var,0.017008468508720398,1600,16
nam,fr,mspe,0.09035024791955948,1600,16
nam,fr,bias2,0.07334178686141968,1600,16
nam,fr,var,0.017008468508720398,1600,16
nam,fz,mspe,0.053425975143909454,1600,16
nam,fz,bias2,0.038525618612766266,1600,16
nam,fz,var,0.014900357462465763,1600,16
nam_mlp,y,mspe,1.0198702812194824,1600,16
nam_mlp,y,bias2,1.0109697580337524,1600,16
nam_mlp,y,var,0.008900460787117481,1600,16
nam_mlp,fx,mspe,0.010476997122168541,1600,16
nam_mlp,fx,bias2,0.0032637175172567368,1600,16
nam_mlp,fx,var,0.007213279139250517,1600,16
nam_mlp,fr,mspe,0.041331127285957336,1600,16
nam_mlp,fr,bias2,0.03411785140633583,1600,16
nam_mlp,fr,var,0.007213279139250517,1600,16
nam_mlp,fz,mspe,0.009039283730089664,1600,16
nam_mlp,fz,bias2,0.004116266965866089,1600,16
nam_mlp,fz,var,0.004923016298562288,1600,16
refit,y,mspe,1.0228275060653687,1600,2
refit,y,bias2,1.016627311706543,1600,2
refit,y,var,0.0062001836486160755,1600,2
refit,fx,mspe,0.016074243932962418,1600,2
refit,fx,bias2,0.01060551404953003,1600,2
refit,fx,var,0.005468729883432388,1600,2
refit,fr,mspe,0.04887233301997185,1600,2
refit,fr,bias2,0.04340360313653946,1600,2
refit,fr,var,0.005468729883432388,1600,2
refit,fz,mspe,0.00451649958267808,1600,2
refit,fz,bias2,0.0023419559001922607,1600,2
refit,fz,var,0.002174543682485819,1600,2
nam,y,mspe,1.04170823097229,1600,2
nam,y,bias2,1.0280283689498901,1600,2
nam,y,var,0.013679852709174156,1600,2
nam,fx,mspe,0.03294147923588753,1600,2
nam,fx,bias2,0.018475228920578957,1600,2
nam,fx,var,0.01446625031530857,1600,2
nam,fr,mspe,0.0824810341000557,1600,2
nam,fr,bias2,0.06801477819681168,1600,2
nam,fr,var,0.01446625031530857,1600,2
nam,fz,mspe,0.04711445793509483,1600,2
nam,fz,bias2,0.033847104758024216,1600,2
nam,fz,var,0.013267356902360916,1600,2
nam_mlp,y,mspe,1.017918348312378,1600,2
nam_mlp,y,bias2,1.009716510772705,1600,2
nam_mlp,y,var,0.008201831951737404,1600,2
nam_mlp,fx,mspe,0.008903473615646362,1600,2
nam_mlp,fx,bias2,0.0021136931609362364,1600,2
nam_mlp,fx,var,0.006789780221879482,1600,2
nam_mlp,fr,mspe,0.03621281683444977,1600,2
nam_mlp,fr,bias2,0.02942303568124771,1600,2
nam_mlp,fr,var,0.006789780221879482,1600,2
nam_mlp,fz,mspe,0.005024003330618143,1600,2
nam_mlp,fz,bias2,0.0019351734081283212,1600,2
nam_mlp,fz,var,0.0030888300389051437,1600,2
refit,y,mspe,1.0121828317642212,1600,256
refit,y,bias2,1.005592703819275,1600,256
refit,y,var,0.006590229459106922,1600,256
refit,fx,mspe,0.007287522777915001,1600,256
refit,fx,bias2,0.001545386272482574,1600,256
refit,fx,var,0.005742136389017105,1600,256
