model,effect,metric,value,a,n
posthoc_web,fz,mspe,0.07795459032058716,1.0,1600
posthoc_web,fz,bias2,0.07795459032058716,1.0,1600
posthoc_web,fz,var,0.0,1.0,1600
refit,y,mspe,1.0035552978515625,0.0,25600
refit,y,bias2,1.002927541732788,0.0,25600
refit,y,var,0.0006277262582443655,0.0,25600
refit,fx,mspe,0.000800172972958535,0.0,25600
refit,fx,bias2,0.00020760676125064492,0.0,25600
refit,fx,var,0.000592566269915551,0.0,25600
refit,fr,mspe,0.0225461907684803,0.0,25600
refit,fr,bias2,0.021953623741865158,0.0,25600
refit,fr,var,0.000592566269915551,0.0,25600
refit,fz,mspe,0.0002068485482595861,0.0,25600
refit,fz,bias2,5.529473492060788e-05,0.0,25600
refit,fz,var,0.00015155383152887225,0.0,25600
refit_orth,y,mspe,1.003553867340088,0.0,25600
refit_orth,y,bias2,1.0029335021972656,0.0,25600
refit_orth,y,var,0.0006204936653375626,0.0,25600
refit_orth,fx,mspe,0.020231561735272408,0.0,25600
refit_orth,fx,bias2,0.019708022475242615,0.0,25600
refit_orth,fx,var,0.0005235394928604364,0.0,25600
refit_orth,fr,mspe,0.0006666348781436682,0.0,25600
refit_orth,fr,bias2,0.00014309539983514696,0.0,25600
refit_orth,fr,var,0.0005235394928604364,0.0,25600
refit_orth,fz,mspe,0.01981876790523529,0.0,25600
refit_orth,fz,bias2,0.019746825098991394,0.0,25600
refit_orth,fz,var,7.194162026280537e-05,0.0,25600
base,y,mspe,1.0512067079544067,0.0,25600
base,y,bias2,1.0495524406433105,0.0,25600
base,y,var,0.001654339488595724,0.0,25600
base,fx,mspe,0.04908771812915802,0.0,25600
base,fx,bias2,0.04783405363559723,0.0,25600
base,fx,var,0.0012536650756374002,0.0,25600
base,fr,mspe,0.11775116622447968,0.0,25600
base,fr,bias2,0.11649751663208008,0.0,25600
base,fr,var,0.0012536650756374002,0.0,25600
base,fz,mspe,0.07795459032058716,0.0,25600
base,fz,bias2,0.07795459032058716,0.0,25600
base,fz,var,0.0,0.0,25600
posthoc_web,y,mspe,1.2367020845413208,0.0,25600
posthoc_web,y,bias2,1.235317349433899,0.0,25600
posthoc_web,y,var,0.0013846978545188904,0.0,25600
posthoc_web,fx,mspe,0.03895371034741402,0.0,25600
posthoc_web,fx,bias2,0.03795585036277771,0.0,25600
posthoc_web,fx,var,0.0009978639427572489,0.0,25600
posthoc_web,fr,mspe,0.01784178800880909,0.0,25600
posthoc_web,fr,bias2,0.016843924298882484,0.0,25600
posthoc_web,fr,var,0.0009978639427572489,0.0,25600
posthoc_web,fz,mspe,0.07795459032058716,0.0,25600
posthoc_web,fz,bias2,0.07795459032058716,0.0,25600
posthoc_web,fz,var,0.0,0.0,25600
refit,y,mspe,1.0047521591186523,0.1,25600
refit,y,bias2,1.0032418966293335,0.1,25600
refit,y,var,0.001510327565483749,0.1,25600
refit,fx,mspe,0.001003192039206624,0.1,25600
refit,fx,bias2,0.00042118268902413547,0.1,25600
refit,fx,var,0.000582009379286319,0.1,25600
refit,fr,mspe,0.024470722302794456,0.1,25600
refit,fr,bias2,0.023888712748885155,0.1,25600
refit,fr,var,0.000582009379286319,0.1,25600
refit,fz,mspe,0.0013137036003172398,0.1,25600
refit,fz,bias2,0.000304908404359594,0.1,25600
refit,fz,var,0.0010087952250614762,0.1,25600
refit_orth,y,mspe,1.0047513246536255,0.1,25600
refit_orth,y,bias2,1.003240704536438,0.1,25600
refit_orth,y,var,0.001510558184236288,0.1,25600
refit_orth,fx,mspe,0.020157190039753914,0.1,25600
refit_orth,fx,bias2,0.019335832446813583,0.1,25600
refit_orth,fx,var,0.0008213568944483995,0.1,25600
refit_orth,fr,mspe,0.0010492511792108417,0.1,25600
refit_orth,fr,bias2,0.0002278942265547812,0.1,25600
refit_orth,fr,var,0.0008213568944483995,0.1,25600
refit_orth,fz,mspe,0.02069070376455784,0.1,25600
refit_orth,fz,bias2,0.018410945311188698,0.1,25600
refit_orth,fz,var,0.0022797619458287954,0.1,25600
base,y,mspe,1.0512067079544067,0.1,25600
base,y,bias2,1.0495524406433105,0.1,25600
base,y,var,0.001654339488595724,0.1,25600
base,fx,mspe,0.04908771812915802,0.1,25600
base,fx,bias2,0.04783405363559723,0.1,25600
base,fx,var,0.0012536650756374002,0.1,25600
base,fr,mspe,0.11775116622447968,0.1,25600
base,fr,bias2,0.11649751663208008,0.1,25600
base,fr,var,0.0012536650756374002,0.1,25600
base,fz,mspe,0.07795459032058716,0.1,25600
base,fz,bias2,0.07795459032058716,0.1,25600
base,fz,var,0.0,0.1,25600
posthoc_web,y,mspe,1.235129714012146,0.1,25600
posthoc_web,y,bias2,1.2324591875076294,0.1,25600
posthoc_web,y,var,0.002670496003702283,0.1,25600
posthoc_web,fx,mspe,0.039181433618068695,0.1,25600
posthoc_web,fx,bias2,0.03688649833202362,0.1,25600
posthoc_web,fx,var,0.0022949359845370054,0.1,25600
posthoc_web,fr,mspe,0.01915114000439644,0.1,25600
posthoc_web,fr,bias2,0.016856204718351364,0.1,25600
posthoc_web,fr,var,0.0022949359845370054,0.1,25600
posthoc_web,fz,mspe,0.07795459032058716,0.1,25600
posthoc_web,fz,bias2,0.07795459032058716,0.1,25600
posthoc_web,fz,var,0.0,0.1,25600
refit,y,mspe,1.0100935697555542,0.2,25600
refit,y,bias2,1.0060502290725708,0.2,25600
refit,y,var,0.00404326431453228,0.2,25600
refit,fx,mspe,0.0026320922188460827,0.2,25600
refit,fx,bias2,0.002063681837171316,0.2,25600
refit,fx,var,0.0005684106145054102,0.2,25600
refit,fr,mspe,0.03207634016871452,0.2,25600
refit,fr,bias2,0.031507931649684906,0.2,25600
refit,fr,var,0.0005684106145054102,0.2,25600
refit,fz,mspe,0.006090276408940554,0.2,25600
refit,fz,bias2,0.002575462684035301,0.2,25600
refit,fz,var,0.003514813259243965,0.2,25600
refit_orth,y,mspe,1.0100555419921875,0.2,25600
refit_orth,y,bias2,1.0060112476348877,0.2,25600
refit_orth,y,var,0.004044261295348406,0.2,25600
refit_orth,fx,mspe,0.02018735185265541,0.2,25600
refit_orth,fx,bias2,0.017874522134661674,0.2,25600
refit_orth,fx,var,0.0023128297179937363,0.2,25600
refit_orth,fr,mspe,0.0032303151674568653,0.2,25600
refit_orth,fr,bias2,0.00091748550767079,0.2,25600
refit_orth,fr,var,0.0023128297179937363,0.2,25600
refit_orth,fz,mspe,0.023911064490675926,0.2,25600
refit_orth,fz,bias2,0.013672945089638233,0.2,25600
refit_orth,fz,var,0.01023811660706997,0.2,25600
base,y,mspe,1.0512067079544067,0.2,25600
base,y,bias2,1.0495524406433105,0.2,25600
base,y,var,0.001654339488595724,0.2,25600
base,fx,mspe,0.04908771812915802,0.2,25600
base,fx,bias2,0.04783405363559723,0.2,25600
base,fx,var,0.0012536650756374002,0.2,25600
base,fr,mspe,0.11775116622447968,0.2,25600
base,fr,bias2,0.11649751663208008,0.2,25600
base,fr,var,0.0012536650756374002,0.2,25600
base,fz,mspe,0.07795459032058716,0.2,25600
base,fz,bias2,0.07795459032058716,0.2,25600
base,fz,var,0.0,0.2,25600
posthoc_web,y,mspe,1.2274587154388428,0.2,25600
posthoc_web,y,bias2,1.2201247215270996,0.2,25600
posthoc_web,y,var,0.007334025111049414,0.2,25600
posthoc_web,fx,mspe,0.03996264562010765,0.2,25600
posthoc_web,fx,bias2,0.032991744577884674,0.2,25600
posthoc_web,fx,var,0.006970901042222977,0.2,25600
posthoc_web,fr,mspe,0.024101940914988518,0.2,25600
posthoc_web,fr,bias2,0.01713103987276554,0.2,25600
posthoc_web,fr,var,0.006970901042222977,0.2,25600
posthoc_web,fz,mspe,0.07795459032058716,0.2,25600
posthoc_web,fz,bias2,0.07795459032058716,0.2,25600
posthoc_web,fz,var,0.0,0.2,25600
refit,y,mspe,1.0189541578292847,0.3,25600
refit,y,bias2,1.0123624801635742,0.3,25600
refit,y,var,0.006591677665710449,0.3,25600
refit,fx,mspe,0.008075151592493057,0.3,25600
refit,fx,bias2,0.0074892123229801655,0.3,25600
refit,fx,var,0.0005859393859282136,0.3,25600
refit,fr,mspe,0.04693952575325966,0.3,25600
refit,fr,bias2,0.04635358974337578,0.3,25600
refit,fr,var,0.0005859393859282136,0.3,25600
refit,fz,mspe,0.016742568463087082,0.3,25600
refit,fz,bias2,0.01071936171501875,0.3,25600
refit,fz,var,0.006023205351084471,0.3,25600
refit_orth,y,mspe,1.0189847946166992,0.3,25600
refit_orth,y,bias2,1.0123945474624634,0.3,25600
refit_orth,y,var,0.006590310484170914,0.3,25600
refit_orth,fx,mspe,0.021409599110484123,0.3,25600
refit_orth,fx,bias2,0.014773909002542496,0.3,25600
refit_orth,fx,var,0.006635691504925489,0.3,25600
refit_orth,fr,mspe,0.010363791137933731,0.3,25600
refit_orth,fr,bias2,0.003728099400177598,0.3,25600
refit_orth,fr,var,0.006635691504925489,0.3,25600
refit_orth,fz,mspe,0.030360620468854904,0.3,25600
refit_orth,fz,bias2,0.006206348538398743,0.3,25600
refit_orth,fz,var,0.02415427193045616,0.3,25600
base,y,mspe,1.0512067079544067,0.3,25600
base,y,bias2,1.0495524406433105,0.3,25600
base,y,var,0.001654339488595724,0.3,25600
base,fx,mspe,0.04908771812915802,0.3,25600
base,fx,bias2,0.04783405363559723,0.3,25600
base,fx,var,0.0012536650756374002,0.3,25600
base,fr,mspe,0.11775116622447968,0.3,25600
base,fr,bias2,0.11649751663208008,0.3,25600
base,fr,var,0.0012536650756374002,0.3,25600
base,fz,mspe,0.07795459032058716,0.3,25600
base,fz,bias2,0.07795459032058716,0.3,25600
base,fz,var,0.0,0.3,25600
posthoc_web,y,mspe,1.2107771635055542,0.3,25600
posthoc_web,y,bias2,1.1952791213989258,0.3,25600
posthoc_web,y,var,0.015498054213821888,0.3,25600
posthoc_web,fx,mspe,0.04144608601927757,0.3,25600
posthoc_web,fx,bias2,0.026299307122826576,0.3,25600
posthoc_web,fx,var,0.015146777965128422,0.3,25600
posthoc_web,fr,mspe,0.03421306982636452,0.3,25600
posthoc_web,fr,bias2,0.01906629279255867,0.3,25600
posthoc_web,fr,var,0.015146777965128422,0.3,25600
posthoc_web,fz,mspe,0.07795459032058716,0.3,25600
posthoc_web,fz,bias2,0.07795459032058716,0.3,25600
posthoc_web,fz,var,0.0,0.3,25600
refit,y,mspe,1.029028058052063,0.4,25600
refit,y,bias2,1.021887183189392,0.4,25600
refit,y,var,0.00714085390791297,0.4,25600
refit,fx,mspe,0.018016379326581955,0.4,25600
refit,fx,bias2,0.017413200810551643,0.4,25600
refit,fx,var,0.0006031785742379725,0.4,25600
refit,fr,mspe,0.06715220212936401,0.4,25600
refit,fr,bias2,0.06654902547597885,0.4,25600
refit,fr,var,0.0006031785742379725,0.4,25600
refit,fz,mspe,0.03260117024183273,0.4,25600
refit,fz,bias2,0.02607468143105507,0.4,25600
refit,fz,var,0.006526490673422813,0.4,25600
refit_orth,y,mspe,1.029024600982666,0.4,25600
refit_orth,y,bias2,1.0219051837921143,0.4,25600
refit_orth,y,var,0.00711936317384243,0.4,25600
refit_orth,fx,mspe,0.02526119165122509,0.4,25600
refit_orth,fx,bias2,0.010911447927355766,0.4,25600
refit_orth,fx,var,0.014349744655191898,0.4,25600
refit_orth,fr,mspe,0.026110205799341202,0.4,25600
refit_orth,fr,bias2,0.011760462075471878,0.4,25600
refit_orth,fr,var,0.014349744655191898,0.4,25600
refit_orth,fz,mspe,0.04010286182165146,0.4,25600
refit_orth,fz,bias2,0.000894057797268033,0.4,25600
refit_orth,fz,var,0.03920880705118179,0.4,25600
base,y,mspe,1.0512067079544067,0.4,25600
base,y,bias2,1.0495524406433105,0.4,25600
base,y,var,0.001654339488595724,0.4,25600
base,fx,mspe,0.04908771812915802,0.4,25600
base,fx,bias2,0.04783405363559723,0.4,25600
base,fx,var,0.0012536650756374002,0.4,25600
base,fr,mspe,0.11775116622447968,0.4,25600
base,fr,bias2,0.11649751663208008,0.4,25600
base,fr,var,0.0012536650756374002,0.4,25600
base,fz,mspe,0.07795459032058716,0.4,25600
base,fz,bias2,0.07795459032058716,0.4,25600
base,fz,var,0.0,0.4,25600
posthoc_web,y,mspe,1.1835589408874512,0.4,25600
posthoc_web,y,bias2,1.1592189073562622,0.4,25600
posthoc_web,y,var,0.02434009499847889,0.4,25600
posthoc_web,fx,mspe,0.0435098297894001,0.4,25600
posthoc_web,fx,bias2,0.019512860104441643,0.4,25600
posthoc_web,fx,var,0.023996973410248756,0.4,25600
posthoc_web,fr,mspe,0.0499412827193737,0.4,25600
posthoc_web,fr,bias2,0.0259443037211895,0.4,25600
posthoc_web,fr,var,0.023996973410248756,0.4,25600
posthoc_web,fz,mspe,0.07795459032058716,0.4,25600
posthoc_web,fz,bias2,0.07795459032058716,0.4,25600
posthoc_web,fz,var,0.0,0.4,25600
refit,y,mspe,1.037463903427124,0.5,25600
refit,y,bias2,1.031687617301941,0.5,25600
refit,y,var,0.005776360165327787,0.5,25600
refit,fx,mspe,0.029190659523010254,0.5,25600
refit,fx,bias2,0.028591632843017578,0.5,25600
refit,fx,var,0.0005990311619825661,0.5,25600
refit,fr,mspe,0.08670607209205627,0.5,25600
refit,fr,bias2,0.0861070454120636,0.5,25600
refit,fr,var,0.0005990311619825661,0.5,25600
refit,fz,mspe,0.049063924700021744,0.5,25600
refit,fz,bias2,0.0439121276140213,0.5,25600
refit,fz,var,0.005151795689016581,0.5,25600
refit_orth,y,mspe,1.0374722480773926,0.5,25600
refit_orth,y,bias2,1.0317206382751465,0.5,25600
refit_orth,y,var,0.005751538090407848,0.5,25600
refit_orth,fx,mspe,0.031528472900390625,0.5,25600
refit_orth,fx,bias2,0.010521986521780491,0.5,25600
refit_orth,fx,var,0.02100648730993271,0.5,25600
refit_orth,fr,mspe,0.049799852073192596,0.5,25600
refit_orth,fr,bias2,0.02879336290061474,0.5,25600
refit_orth,fr,var,0.02100648730993271,0.5,25600
refit_orth,fz,mspe,0.0516296848654747,0.5,25600
refit_orth,fz,bias2,0.005612605717033148,0.5,25600
refit_orth,fz,var,0.046017084270715714,0.5,25600
base,y,mspe,1.0512067079544067,0.5,25600
base,y,bias2,1.0495524406433105,0.5,25600
base,y,var,0.001654339488595724,0.5,25600
base,fx,mspe,0.04908771812915802,0.5,25600
base,fx,bias2,0.04783405363559723,0.5,25600
base,fx,var,0.0012536650756374002,0.5,25600
base,fr,mspe,0.11775116622447968,0.5,25600
base,fr,bias2,0.11649751663208008,0.5,25600
base,fr,var,0.0012536650756374002,0.5,25600
base,fz,mspe,0.07795459032058716,0.5,25600
base,fz,bias2,0.07795459032058716,0.5,25600
base,fz,var,0.0,0.5,25600
posthoc_web,y,mspe,1.148330807685852,0.5,25600
posthoc_web,y,bias2,1.1199685335159302,0.5,25600
posthoc_web,y,var,0.02836235612630844,0.5,25600
posthoc_web,fx,mspe,0.04565468430519104,0.5,25600
posthoc_web,fx,bias2,0.017634306102991104,0.5,25600
posthoc_web,fx,var,0.028020376339554787,0.5,25600
posthoc_web,fr,mspe,0.06932327151298523,0.5,25600
posthoc_web,fr,bias2,0.041302889585494995,0.5,25600
posthoc_web,fr,var,0.028020376339554787,0.5,25600
posthoc_web,fz,mspe,0.07795459032058716,0.5,25600
posthoc_web,fz,bias2,0.07795459032058716,0.5,25600
posthoc_web,fz,var,0.0,0.5,25600
refit,y,mspe,1.0434346199035645,0.6,25600
refit,y,bias2,1.039596676826477,0.6,25600
refit,y,var,0.003837816184386611,0.6,25600
refit,fx,mspe,0.03817536681890488,0.6,25600
refit,fx,bias2,0.03759659826755524,0.6,25600
refit,fx,var,0.00057876983191818,0.6,25600
refit,fr,mspe,0.1012783795595169,0.6,25600
refit,fr,bias2,0.10069959610700607,0.6,25600
refit,fr,var,0.00057876983191818,0.6,25600
refit,fz,mspe,0.062085505574941635,0.6,25600
refit,fz,bias2,0.05885578691959381,0.6,25600
refit,fz,var,0.003229719353839755,0.6,25600
refit_orth,y,mspe,1.0434430837631226,0.6,25600
refit_orth,y,bias2,1.039586067199707,0.6,25600
refit_orth,y,var,0.003857073839753866,0.6,25600
refit_orth,fx,mspe,0.03831520676612854,0.6,25600
refit_orth,fx,bias2,0.017652150243520737,0.6,25600
refit_orth,fx,var,0.020663054659962654,0.6,25600
refit_orth,fr,mspe,0.0754474624991417,0.6,25600
refit_orth,fr,bias2,0.05478441342711449,0.6,25600
refit_orth,fr,var,0.020663054659962654,0.6,25600
refit_orth,fz,mspe,0.06235740706324577,0.6,25600
refit_orth,fz,bias2,0.023099824786186218,0.6,25600
refit_orth,fz,var,0.03925757855176926,0.6,25600
base,y,mspe,1.0512067079544067,0.6,25600
base,y,bias2,1.0495524406433105,0.6,25600
base,y,var,0.001654339488595724,0.6,25600
base,fx,mspe,0.04908771812915802,0.6,25600
base,fx,bias2,0.04783405363559723,0.6,25600
base,fx,var,0.0012536650756374002,0.6,25600
base,fr,mspe,0.11775116622447968,0.6,25600
base,fr,bias2,0.11649751663208008,0.6,25600
base,fr,var,0.0012536650756374002,0.6,25600
base,fz,mspe,0.07795459032058716,0.6,25600
base,fz,bias2,0.07795459032058716,0.6,25600
base,fz,var,0.0,0.6,25600
posthoc_web,y,mspe,1.1122077703475952,0.6,25600
posthoc_web,y,bias2,1.087765097618103,0.6,25600
posthoc_web,y,var,0.024442749097943306,0.6,25600
posthoc_web,fx,mspe,0.04731576144695282,0.6,25600
posthoc_web,fx,bias2,0.023221932351589203,0.6,25600
posthoc_web,fx,var,0.02409382537007332,0.6,25600
posthoc_web,fr,mspe,0.08823594450950623,0.6,25600
posthoc_web,fr,bias2,0.06414210796356201,0.6,25600
posthoc_web,fr,var,0.02409382537007332,0.6,25600
posthoc_web,fz,mspe,0.07795459032058716,0.6,25600
posthoc_web,fz,bias2,0.07795459032058716,0.6,25600
posthoc_web,fz,var,0.0,0.6,25600
refit,y,mspe,1.0471198558807373,0.7,25600
refit,y,bias2,1.044816255569458,0.7,25600
refit,y,var,0.0023037113714963198,0.7,25600
refit,fx,mspe,0.044186368584632874,0.7,25600
refit,fx,bias2,0.04357486218214035,0.7,25600
refit,fx,var,0.0006115096039138734,0.7,25600
refit,fr,mspe,0.11064205318689346,0.7,25600
refit,fr,bias2,0.11003055423498154,0.7,25600
refit,fr,var,0.0006115096039138734,0.7,25600
refit,fz,mspe,0.07060003280639648,0.7,25600
refit,fz,bias2,0.06894288212060928,0.7,25600
refit,fz,var,0.0016571510350331664,0.7,25600
refit_orth,y,mspe,1.0471315383911133,0.7,25600
refit_orth,y,bias2,1.0448384284973145,0.7,25600
refit_orth,y,var,0.0022930533159524202,0.7,25600
refit_orth,fx,mspe,0.04384547844529152,0.7,25600
refit_orth,fx,bias2,0.029856104403734207,0.7,25600
refit_orth,fx,var,0.013989371247589588,0.7,25600
refit_orth,fr,mspe,0.09666422009468079,0.7,25600
refit_orth,fr,bias2,0.08267484605312347,0.7,25600
refit_orth,fr,var,0.013989371247589588,0.7,25600
refit_orth,fz,mspe,0.07033266872167587,0.7,25600
refit_orth,fz,bias2,0.04608865827322006,0.7,25600
refit_orth,fz,var,0.02424401044845581,0.7,25600
base,y,mspe,1.0512067079544067,0.7,25600
base,y,bias2,1.0495524406433105,0.7,25600
base,y,var,0.001654339488595724,0.7,25600
base,fx,mspe,0.04908771812915802,0.7,25600
base,fx,bias2,0.04783405363559723,0.7,25600
base,fx,var,0.0012536650756374002,0.7,25600
base,fr,mspe,0.11775116622447968,0.7,25600
base,fr,bias2,0.11649751663208008,0.7,25600
base,fr,var,0.0012536650756374002,0.7,25600
base,fz,mspe,0.07795459032058716,0.7,25600
base,fz,bias2,0.07795459032058716,0.7,25600
base,fz,var,0.0,0.7,25600
posthoc_web,y,mspe,1.0828499794006348,0.7,25600
posthoc_web,y,bias2,1.0671619176864624,0.7,25600
posthoc_web,y,var,0.0156880971044302,0.7,25600
posthoc_web,fx,mspe,0.048308566212654114,0.7,25600
posthoc_web,fx,bias2,0.032982125878334045,0.7,25600
posthoc_web,fx,var,0.015326437540352345,0.7,25600
posthoc_web,fr,mspe,0.10293176770210266,0.7,25600
posthoc_web,fr,bias2,0.08760533481836319,0.7,25600
posthoc_web,fr,var,0.015326437540352345,0.7,25600
posthoc_web,fz,mspe,0.07795459032058716,0.7,25600
posthoc_web,fz,bias2,0.07795459032058716,0.7,25600
posthoc_web,fz,var,0.0,0.7,25600
refit,y,mspe,1.0491726398468018,0.8,25600
refit,y,bias2,1.0478243827819824,0.8,25600
refit,y,var,0.0013482992071658373,0.8,25600
refit,fx,mspe,0.04747496545314789,0.8,25600
refit,fx,bias2,0.0468568429350853,0.8,25600
refit,fx,var,0.0006181233911775053,0.8,25600
refit,fr,mspe,0.11567360907793045,0.8,25600
refit,fr,bias2,0.11505547165870667,0.8,25600
refit,fr,var,0.0006181233911775053,0.8,25600
refit,fz,mspe,0.0753345936536789,0.8,25600
refit,fz,bias2,0.07464708387851715,0.8,25600
refit,fz,var,0.0006875090184621513,0.8,25600
refit_orth,y,mspe,1.0491957664489746,0.8,25600
refit_orth,y,bias2,1.0478465557098389,0.8,25600
refit_orth,y,var,0.001349199446849525,0.8,25600
refit_orth,fx,mspe,0.0472375825047493,0.8,25600
refit_orth,fx,bias2,0.04074377194046974,0.8,25600
refit_orth,fx,var,0.0064938124269247055,0.8,25600
refit_orth,fr,mspe,0.11013484746217728,0.8,25600
refit_orth,fr,bias2,0.10364103317260742,0.8,25600
refit_orth,fr,var,0.0064938124269247055,0.8,25600
refit_orth,fz,mspe,0.07515856623649597,0.8,25600
refit_orth,fz,bias2,0.06481702625751495,0.8,25600
refit_orth,fz,var,0.010341538116335869,0.8,25600
base,y,mspe,1.0512067079544067,0.8,25600
base,y,bias2,1.0495524406433105,0.8,25600
base,y,var,0.001654339488595724,0.8,25600
base,fx,mspe,0.04908771812915802,0.8,25600
base,fx,bias2,0.04783405363559723,0.8,25600
base,fx,var,0.0012536650756374002,0.8,25600
base,fr,mspe,0.11775116622447968,0.8,25600
base,fr,bias2,0.11649751663208008,0.8,25600
base,fr,var,0.0012536650756374002,0.8,25600
base,fz,mspe,0.07795459032058716,0.8,25600
base,fz,bias2,0.07795459032058716,0.8,25600
base,fz,var,0.0,0.8,25600
posthoc_web,y,mspe,1.0638068914413452,0.8,25600
posthoc_web,y,bias2,1.0562230348587036,0.8,25600
posthoc_web,y,var,0.00758384121581912,0.8,25600
posthoc_web,fx,mspe,0.04880417510867119,0.8,25600
posthoc_web,fx,bias2,0.041596706956624985,0.8,25600
posthoc_web,fx,var,0.007207467686384916,0.8,25600
posthoc_web,fr,mspe,0.11210677772760391,0.8,25600
posthoc_web,fr,bias2,0.10489930957555771,0.8,25600
posthoc_web,fr,var,0.007207467686384916,0.8,25600
posthoc_web,fz,mspe,0.07795459032058716,0.8,25600
posthoc_web,fz,bias2,0.07795459032058716,0.8,25600
posthoc_web,fz,var,0.0,0.8,25600
refit,y,mspe,1.0502512454986572,0.9,25600
refit,y,bias2,1.0493937730789185,0.9,25600
refit,y,var,0.000857510429341346,0.9,25600
refit,fx,mspe,0.049103058874607086,0.9,25600
refit,fx,bias2,0.048511896282434464,0.9,25600
refit,fx,var,0.0005911606713198125,0.9,25600
refit,fr,mspe,0.11815252155065536,0.9,25600
refit,fr,bias2,0.11756136268377304,0.9,25600
refit,fr,var,0.0005911606713198125,0.9,25600
refit,fz,mspe,0.07750300318002701,0.9,25600
refit,fz,bias2,0.07728289812803268,0.9,25600
refit,fz,var,0.00022010460088495165,0.9,25600
refit_orth,y,mspe,1.0501960515975952,0.9,25600
refit_orth,y,bias2,1.049330711364746,0.9,25600
refit_orth,y,var,0.0008654274279251695,0.9,25600
refit_orth,fx,mspe,0.04904038459062576,0.9,25600
refit_orth,fx,bias2,0.04713958874344826,0.9,25600
refit_orth,fx,var,0.0019007879309356213,0.9,25600
refit_orth,fr,mspe,0.11697119474411011,0.9,25600
refit_orth,fr,bias2,0.1150704100728035,0.9,25600
refit_orth,fr,var,0.0019007879309356213,0.9,25600
refit_orth,fz,mspe,0.07746781408786774,0.9,25600
refit_orth,fz,bias2,0.07510465383529663,0.9,25600
refit_orth,fz,var,0.002363160951063037,0.9,25600
base,y,mspe,1.0512067079544067,0.9,25600
base,y,bias2,1.0495524406433105,0.9,25600
base,y,var,0.001654339488595724,0.9,25600
base,fx,mspe,0.04908771812915802,0.9,25600
base,fx,bias2,0.04783405363559723,0.9,25600
base,fx,var,0.0012536650756374002,0.9,25600
base,fr,mspe,0.11775116622447968,0.9,25600
base,fr,bias2,0.11649751663208008,0.9,25600
base,fr,var,0.0012536650756374002,0.9,25600
base,fz,mspe,0.07795459032058716,0.9,25600
base,fz,bias2,0.07795459032058716,0.9,25600
base,fz,var,0.0,0.9,25600
posthoc_web,y,mspe,1.0542012453079224,0.9,25600
posthoc_web,y,bias2,1.0512510538101196,0.9,25600
posthoc_web,y,var,0.0029502338729798794,0.9,25600
posthoc_web,fx,mspe,0.04902426898479462,0.9,25600
posthoc_web,fx,bias2,0.04646420478820801,0.9,25600
posthoc_web,fx,var,0.0025600639637559652,0.9,25600
posthoc_web,fr,mspe,0.1165504902601242,0.9,25600
posthoc_web,fr,bias2,0.1139904335141182,0.9,25600
posthoc_web,fr,var,0.0025600639637559652,0.9,25600
posthoc_web,fz,mspe,0.07795459032058716,0.9,25600
posthoc_web,fz,bias2,0.07795459032058716,0.9,25600
posthoc_web,fz,var,0.0,0.9,25600
refit,y,mspe,1.0507124662399292,1.0,25600
refit,y,bias2,1.0499866008758545,1.0,25600
refit,y,var,0.0007258188561536372,1.0,25600
refit,fx,mspe,0.049505289644002914,1.0,25600
refit,fx,bias2,0.04891572520136833,1.0,25600
refit,fx,var,0.0005895689828321338,1.0,25600
refit,fr,mspe,0.11875724047422409,1.0,25600
refit,fr,bias2,0.11816766858100891,1.0,25600
refit,fr,var,0.0005895689828321338,1.0,25600
refit,fz,mspe,0.07808958739042282,1.0,25600
refit,fz,bias2,0.07799836993217468,1.0,25600
refit,fz,var,9.121638140641153e-05,1.0,25600
refit_orth,y,mspe,1.0506407022476196,1.0,25600
refit_orth,y,bias2,1.0499168634414673,1.0,25600
refit_orth,y,var,0.0007238766411319375,1.0,25600
refit_orth,fx,mspe,0.04951120540499687,1.0,25600
refit_orth,fx,bias2,0.0489041805267334,1.0,25600
refit_orth,fx,var,0.0006070277304388583,1.0,25600
refit_orth,fr,mspe,0.11876603215932846,1.0,25600
refit_orth,fr,bias2,0.11815899610519409,1.0,25600
refit_orth,fr,var,0.0006070277304388583,1.0,25600
refit_orth,fz,mspe,0.07811365276575089,1.0,25600
refit_orth,fz,bias2,0.07799942046403885,1.0,25600
refit_orth,fz,var,0.00011423436808399856,1.0,25600
base,y,mspe,1.0512067079544067,1.0,25600
base,y,bias2,1.0495524406433105,1.0,25600
base,y,var,0.001654339488595724,1.0,25600
base,fx,mspe,0.04908771812915802,1.0,25600
base,fx,bias2,0.04783405363559723,1.0,25600
base,fx,var,0.0012536650756374002,1.0,25600
base,fr,mspe,0.11775116622447968,1.0,25600
base,fr,bias2,0.11649751663208008,1.0,25600
base,fr,var,0.0012536650756374002,1.0,25600
base,fz,mspe,0.07795459032058716,1.0,25600
base,fz,bias2,0.07795459032058716,1.0,25600
base,fz,var,0.0,1.0,25600
posthoc_web,y,mspe,1.0512672662734985,1.0,25600
posthoc_web,y,bias2,1.049595832824707,1.0,25600
posthoc_web,y,var,0.0016713839722797275,1.0,25600
posthoc_web,fx,mspe,0.049102019518613815,1.0,25600
posthoc_web,fx,bias2,0.047832414507865906,1.0,25600
posthoc_web,fx,var,0.0012696088524535298,1.0,25600
posthoc_web,fr,mspe,0.11775947362184525,1.0,25600
posthoc_web,fr,bias2,0.11648984998464584,1.0,25600
