model,effect,metric,value,n,p
base,fz,bias2,0.08544507622718811,800,16
base,fz,var,0.0,800,16
posthoc,y,mspe,1.0994893312454224,800,16
posthoc,y,bias2,0.9896060228347778,800,16
posthoc,y,var,0.10988323390483856,800,16
posthoc,fx,mspe,0.04278117045760155,800,16
posthoc,fx,bias2,0.012070250697433949,800,16
posthoc,fx,var,0.030710918828845024,800,16
posthoc,fr,mspe,0.07978155463933945,800,16
posthoc,fr,bias2,0.049070633947849274,800,16
posthoc,fr,var,0.030710918828845024,800,16
posthoc,fz,mspe,0.1208895742893219,800,16
posthoc,fz,bias2,0.008753877133131027,800,16
posthoc,fz,var,0.11213571578264236,800,16
posthoc_orth,y,mspe,1.0994893312454224,800,16
posthoc_orth,y,bias2,0.9896060228347778,800,16
posthoc_orth,y,var,0.10988328605890274,800,16
posthoc_orth,fx,mspe,0.045701589435338974,800,16
posthoc_orth,fx,bias2,0.027740327641367912,800,16
posthoc_orth,fx,var,0.017961258068680763,800,16
posthoc_orth,fr,mspe,2.6285080909729004,800,16
posthoc_orth,fr,bias2,1.879593849182129,800,16
posthoc_orth,fr,var,0.7489141821861267,800,16
posthoc_orth,fz,mspe,0.1266660839319229,800,16
posthoc_orth,fz,bias2,0.02165989950299263,800,16
posthoc_orth,fz,var,0.10500617325305939,800,16
base,y,mspe,0.9829923510551453,800,2
base,y,bias2,0.9561895132064819,800,2
base,y,var,0.02680283598601818,800,2
base,fx,mspe,0.07781591266393661,800,2
base,fx,bias2,0.05199064314365387,800,2
base,fx,var,0.025825273245573044,800,2
base,fr,mspe,0.1622382402420044,800,2
base,fr,bias2,0.13641296327114105,800,2
base,fr,var,0.025825273245573044,800,2
base,fz,mspe,0.08510036766529083,800,2
base,fz,bias2,0.08510036766529083,800,2
base,fz,var,0.0,800,2
posthoc,y,mspe,0.9853602647781372,800,2
posthoc,y,bias2,0.959898054599762,800,2
posthoc,y,var,0.025462184101343155,800,2
posthoc,fx,mspe,0.04481760412454605,800,2
posthoc,fx,bias2,0.007628783583641052,800,2
posthoc,fx,var,0.0371888168156147,800,2
posthoc,fr,mspe,0.08307025581598282,800,2
posthoc,fr,bias2,0.04588143900036812,800,2
posthoc,fr,var,0.0371888168156147,800,2
posthoc,fz,mspe,0.03415067493915558,800,2
posthoc,fz,bias2,0.0028886126819998026,800,2
posthoc,fz,var,0.03126205876469612,800,2
posthoc_orth,y,mspe,0.9853602647781372,800,2
posthoc_orth,y,bias2,0.959898054599762,800,2
posthoc_orth,y,var,0.02546216920018196,800,2
posthoc_orth,fx,mspe,0.038144707679748535,800,2
posthoc_orth,fx,bias2,0.024954963475465775,800,2
posthoc_orth,fx,var,0.013189742341637611,800,2
posthoc_orth,fr,mspe,0.4494200050830841,800,2
posthoc_orth,fr,bias2,0.2847502529621124,800,2
posthoc_orth,fr,var,0.16466978192329407,800,2
posthoc_orth,fz,mspe,0.03398200124502182,800,2
posthoc_orth,fz,bias2,0.02306693233549595,800,2
posthoc_orth,fz,var,0.010915067978203297,800,2
base,y,mspe,1.1130701303482056,800,4
base,y,bias2,1.081650733947754,800,4
base,y,var,0.03141939267516136,800,4
base,fx,mspe,0.06925620138645172,800,4
base,fx,bias2,0.03948710858821869,800,4
base,fx,var,0.02976909652352333,800,4
base,fr,mspe,0.13991977274417877,800,4
base,fr,bias2,0.11015068739652634,800,4
base,fr,var,0.02976909652352333,800,4
base,fz,mspe,0.08119609206914902,800,4
base,fz,bias2,0.08119609206914902,800,4
base,fz,var,0.0,800,4
posthoc,y,mspe,1.111616849899292,800,4
posthoc,y,bias2,1.0736252069473267,800,4
posthoc,y,var,0.0379914864897728,800,4
posthoc,fx,mspe,0.04766329750418663,800,4
posthoc,fx,bias2,0.006434587296098471,800,4
posthoc,fx,var,0.041228704154491425,800,4
posthoc,fr,mspe,0.07321538031101227,800,4
posthoc,fr,bias2,0.03198666870594025,800,4
posthoc,fr,var,0.041228704154491425,800,4
posthoc,fz,mspe,0.04579087719321251,800,4
posthoc,fz,bias2,0.0011497762752696872,800,4
posthoc,fz,var,0.044641099870204926,800,4
posthoc_orth,y,mspe,1.111616849899292,800,4
posthoc_orth,y,bias2,1.0736253261566162,800,4
posthoc_orth,y,var,0.03799145296216011,800,4
posthoc_orth,fx,mspe,0.04227609932422638,800,4
posthoc_orth,fx,bias2,0.02788592129945755,800,4
posthoc_orth,fx,var,0.014390179887413979,800,4
posthoc_orth,fr,mspe,0.7336550951004028,800,4
posthoc_orth,fr,bias2,0.3926783800125122,800,4
posthoc_orth,fr,var,0.340976744890213,800,4
posthoc_orth,fz,mspe,0.04489564523100853,800,4
posthoc_orth,fz,bias2,0.022279834374785423,800,4
posthoc_orth,fz,var,0.022615808993577957,800,4
base,y,mspe,1.0883259773254395,800,8
base,y,bias2,1.055574893951416,800,8
base,y,var,0.032751139253377914,800,8
base,fx,mspe,0.07577026635408401,800,8
base,fx,bias2,0.04379917308688164,800,8
base,fx,var,0.031971096992492676,800,8
base,fr,mspe,0.14465031027793884,800,8
base,fr,bias2,0.11267921328544617,800,8
base,fr,var,0.031971096992492676,800,8
base,fz,mspe,0.08219289779663086,800,8
base,fz,bias2,0.08219289034605026,800,8
base,fz,var,0.0,800,8
posthoc,y,mspe,1.0964242219924927,800,8
posthoc,y,bias2,1.038865327835083,800,8
posthoc,y,var,0.05755903199315071,800,8
posthoc,fx,mspe,0.05616983026266098,800,8
posthoc,fx,bias2,0.009460303001105785,800,8
posthoc,fx,var,0.04670952633023262,800,8
posthoc,fr,mspe,0.08616941422224045,800,8
posthoc,fr,bias2,0.03945988044142723,800,8
posthoc,fr,var,0.04670952633023262,800,8
posthoc,fz,mspe,0.07523930072784424,800,8
posthoc,fz,bias2,0.006651278119534254,800,8
posthoc,fz,var,0.0685880184173584,800,8
posthoc_orth,y,mspe,1.096425175666809,800,8
posthoc_orth,y,bias2,1.0388644933700562,800,8
posthoc_orth,y,var,0.057560693472623825,800,8
posthoc_orth,fx,mspe,0.0477123036980629,800,8
posthoc_orth,fx,bias2,0.028504662215709686,800,8
posthoc_orth,fx,var,0.01920763961970806,800,8
posthoc_orth,fr,mspe,1.4672480821609497,800,8
posthoc_orth,fr,bias2,0.8428838849067688,800,8
posthoc_orth,fr,var,0.6243641376495361,800,8
posthoc_orth,fz,mspe,0.06414025276899338,800,8
posthoc_orth,fz,bias2,0.021166449412703514,800,8
posthoc_orth,fz,var,0.04297380894422531,800,8
